,region3,sale_dy,store_cd,item_class_cd,sale_amt_x,sale_qty,sale_amt_y,b_code,x,y,EMD_ENG_NM,EMD_KOR_NM,geometry
0,가락동,20194761.566319603,50267.0,144352.42417383433,6202.469669533726,3.7143503847894976,34179400.0,1171010700.0,127.12013945251243,37.498986965959055,Garak-dong,가락동,"MULTIPOLYGON (((127.1341598444066 37.49844498077297, 127.1367752586405 37.49704040412242, 127.1393676337681 37.49564986979857, 127.1392396634229 37.49552922213601, 127.1391233369051 37.49559130134906, 127.1390906818282 37.49551279030331, 127.1389399720298 37.49531840401507, 127.1388644391009 37.49527203634825, 127.1386330642091 37.49513039778179, 127.1386318290398 37.49512898464707, 127.1384293230429 37.49492453056661, 127.1383921364663 37.49488430801306, 127.1379625513511 37.49446048847493, 127.1379799710363 37.49442612227467, 127.1380093793545 37.49436808198849, 127.1335504042126 37.49050758278732, 127.1334665865946 37.4905679262689, 127.1317279474293 37.4918211272991, 127.1317555549717 37.49184390116567, 127.1298386257266 37.49323043825571, 127.1295767542939 37.49341993222637, 127.1295397517312 37.49337830111371, 127.1294590575061 37.49330461470841, 127.1293751902727 37.49323347249865, 127.1292879686152 37.49316458635425, 127.1291977440277 37.4930985145075, 127.129104526881 37.49303470733087, 127.1290086578012 37.49297398435919, 127.128909785339 37.49291581437542, 127.1259926247439 37.49136329418894, 127.1212944105403 37.48886252418189, 127.1211279683056 37.48918845834378, 127.121093621578 37.48925522116487, 127.1208928427288 37.48964848540148, 127.1208579668341 37.48971694256355, 127.1206090971851 37.49020401289287, 127.120562779086 37.49029472717898, 127.1205166300286 37.49038515295541, 127.1204672963346 37.49047107692, 127.1199848164105 37.49127091959694, 127.119888570716 37.49141686988102, 127.1196204199112 37.49178119612291, 127.1195331424956 37.49190009814449, 127.1193337340653 37.49216046077149, 127.1192559729369 37.49226246836102, 127.1192293411618 37.49229712931752, 127.119223710107 37.49230445104342, 127.1191746867032 37.49225832365, 127.1191262065658 37.49221247500491, 127.1190812527285 37.49216550559133, 127.1190642784239 37.49215735041502, 127.119040757283 37.49214217395253, 127.1190004392575 37.49211658962453, 127.1189862874848 37.49210562051177, 127.1189038464301 37.49204263248403, 127.1188510121179 37.4920322694114, 127.1188278151763 37.49200019884307, 127.1188171557602 37.49196641293409, 127.1185713105575 37.49225273311276, 127.1184271595838 37.4922669494529, 127.1183585839163 37.49224871799028, 127.1168851121544 37.49183711174859, 127.1164842237516 37.49171981395645, 127.1161618099863 37.49162382841055, 127.1157962732848 37.49151521564634, 127.1156690053009 37.49147733451278, 127.1154081005427 37.49139958676363, 127.1151784874919 37.49133138596439, 127.1150236395699 37.49128507928627, 127.1145396743041 37.49114110398338, 127.1143095422653 37.49107262267793, 127.1139215554327 37.49095726803198, 127.1131239742886 37.49068688628161, 127.1130864942839 37.49067452392315, 127.1125408422835 37.49050694740261, 127.1121539189966 37.49038820718849, 127.111842292833 37.49029248804401, 127.1115874108474 37.49021416759291, 127.1111059183068 37.49006623851658, 127.1110178959355 37.49003901082102, 127.1104989336654 37.4898758960972, 127.109628406343 37.48960273781746, 127.1093245551458 37.48950728421091, 127.1092641129097 37.48948819309647, 127.1098024357541 37.4887480339781, 127.110321530486 37.48803436141461, 127.1108677652695 37.48728321580207, 127.1108936851601 37.48724743110789, 127.1115806098077 37.4863029953094, 127.1115825504376 37.48630017337022, 127.1116024781491 37.48627284548112, 127.1116035276174 37.48627143894262, 127.1121430455898 37.48552957378875, 127.1122176282603 37.48555512839157, 127.1122803980034 37.4854675013196, 127.1124230190931 37.48526774184313, 127.1125043121117 37.48515954543578, 127.1127857101831 37.4847850861935, 127.1129417457333 37.48457517717808, 127.1129472176893 37.48456728826151, 127.1130085653262 37.48448248226244, 127.1130320138013 37.48445120441902, 127.1130392466207 37.4844413406445, 127.1129094782796 37.48437811369315, 127.1128496842846 37.48432128987158, 127.1126907976783 37.48415588058379, 127.112590677469 37.48407094730004, 127.1124815445784 37.48398488713343, 127.1123565330094 37.48391096022201, 127.112273431376 37.48385781602903, 127.112152988199 37.48376867572381, 127.1121046990595 37.48373070770344, 127.1120539771237 37.48371442902955, 127.1119884496991 37.48372518519282, 127.1117819068307 37.48382702002522, 127.1117189952084 37.48381751008894, 127.1116576626478 37.48378996962034, 127.1116564218394 37.4837919439688, 127.1116551927474 37.4837941976166, 127.1115903337407 37.48389844078265, 127.1115341037405 37.48398887254465, 127.1115115550066 37.4840249335703, 127.1114782230392 37.48407086157599, 127.1114618281838 37.48409368116278, 127.1114235768467 37.48414665054612, 127.1113773821921 37.48421088981226, 127.1113093195881 37.48430527884732, 127.1112560830723 37.48437881392542, 127.1111846820759 37.48447911655155, 127.1110868326672 37.48461660994219, 127.1110423983756 37.48467887424854, 127.1109829943168 37.4847645243655, 127.1109276288472 37.48484398083711, 127.1108641615382 37.48493469827829, 127.1107749554048 37.4850609208933, 127.1107183671502 37.48513953145319, 127.1106257956602 37.48526885650393, 127.1105524511008 37.48537113371997, 127.1104953325895 37.48545086189925, 127.1103378815701 37.48566527396462, 127.1101118281421 37.48597098419792, 127.1100346068226 37.48607522882526, 127.1098149040511 37.48637220194336, 127.1097338000832 37.48648180186881, 127.1095594039697 37.48671762714033, 127.1094678949913 37.48684159833765, 127.1094158824656 37.48691175268733, 127.109354164956 37.48699516057675, 127.109268116923 37.48711152218669, 127.1092067560532 37.48719942566293, 127.1091727359797 37.48724844405345, 127.1091475171112 37.48728479536224, 127.109146987301 37.48728592209527, 127.1091756580638 37.48731489016508, 127.1091224884074 37.48731973192172, 127.1091214271574 37.48732085012861, 127.1090318498107 37.4874445399071, 127.1088532365553 37.48769163044109, 127.1087772454079 37.48779672905094, 127.1086638690544 37.48795450696235, 127.1086294848514 37.48800239927055, 127.1086069153822 37.48803367542648, 127.1084732612538 37.48822075403266, 127.1083978036688 37.48832809539709, 127.1080888947938 37.4887667650607, 127.1079959774947 37.48889778216872, 127.1079362031977 37.48898230478007, 127.1078922947541 37.48904428807501, 127.1078429243266 37.48911388070896, 127.1077686902467 37.48921614792507, 127.1076810540482 37.48934039351661, 127.1075958890854 37.48946126708199, 127.1074712360132 37.48963622699082, 127.1073329848526 37.48983091282144, 127.1071141695342 37.49013913343484, 127.1070069637792 37.49029156125319, 127.1069501340804 37.490332715594, 127.1066908320606 37.49050976792427, 127.106599226564 37.49057151386265, 127.1065254494636 37.49062281931738, 127.106431902756 37.49068738697976, 127.1063950080537 37.49071275585075, 127.1063549394824 37.49074066834594, 127.1062303252364 37.49082552689629, 127.1058652963628 37.49107700353923, 127.105498683546 37.49132960668874, 127.1048586530414 37.49177278434143, 127.1047605172079 37.49184072442215, 127.1046964415726 37.49188527175983, 127.1045737571546 37.49197012686333, 127.1045073873792 37.49201579333823, 127.104450552307 37.49205498229178, 127.1043806469506 37.49210347190397, 127.1043181637029 37.49214689139885, 127.1042581544437 37.49218861482983, 127.1041515339198 37.4922627516457, 127.1040680494229 37.49232083049239, 127.1039630213838 37.49239384851499, 127.1038295690394 37.49248603730219, 127.1037197725044 37.49256187035463, 127.1036331008512 37.49262163651758, 127.1035750334587 37.49266166404113, 127.1035151926106 37.49270310763621, 127.1035123683555 37.49270508326337, 127.1034998372449 37.49271185157714, 127.1034177366843 37.49275725170255, 127.1033785383501 37.49277811661305, 127.1033075716039 37.49282041663353, 127.102967502792 37.49298035723434, 127.1026879780412 37.49310926866179, 127.1024628409311 37.49321138229498, 127.1021478259476 37.49335384675988, 127.1016994935126 37.49355835820369, 127.1014886604978 37.49365370034873, 127.1008851165239 37.4939301495764, 127.1005748674661 37.4940725968148, 127.1004573909598 37.49409127385907, 127.1004542156566 37.4940929703969, 127.1004404416471 37.49410086567486, 127.100394905268 37.49413581751787, 127.1003577319696 37.49421862343127, 127.1003266506032 37.49423047955084, 127.1002597173409 37.49425531299171, 127.1002282853841 37.49426716036837, 127.1001851898759 37.49428381079426, 127.1001338096518 37.49430355854756, 127.1000744730215 37.49432670067338, 127.0999443162506 37.49437721107959, 127.0998952060893 37.49438626197598, 127.0998257813286 37.49439983475389, 127.0997767303913 37.49444548414318, 127.0997758396429 37.49444745807244, 127.0997626783483 37.49450884508913, 127.0997439501762 37.49451590647567, 127.099671908549 37.49454327563755, 127.099620515973 37.49456246455767, 127.0995841334464 37.49457628906153, 127.0994732228494 37.49461861991677, 127.0994168933295 37.49464147089832, 127.0993688602162 37.49466150386419, 127.0993282411177 37.49467843123531, 127.0993165880144 37.49468265755869, 127.0992651893808 37.49469734133265, 127.099240637466 37.49470440745736, 127.0992240318006 37.49470892618776, 127.0992042496605 37.4947142854716, 127.0991860652624 37.49472218424921, 127.0991419205429 37.49474108765901, 127.0990485019313 37.49478255672027, 127.098922420797 37.49483784693899, 127.0988425967977 37.49487254713375, 127.0988268880567 37.49487987618698, 127.0987943966712 37.49489482349114, 127.0985096458249 37.49495474880183, 127.0980270680202 37.4950567947248, 127.0976234435414 37.49514215104141, 127.0974234794842 37.49518455237735, 127.0974006997209 37.49518935517273, 127.0974748931192 37.49524292240776, 127.0974778133161 37.49524502837406, 127.0975438908206 37.49529230417263, 127.0975821474324 37.49531966344689, 127.0976438691071 37.49536513172224, 127.0977489176464 37.4954410725136, 127.0978010970965 37.49547904315487, 127.0977857284588 37.49548721873104, 127.0977385832596 37.49551259323319, 127.0975533687666 37.49561157452884, 127.0975203827668 37.49562926993048, 127.097390054626 37.49569922121397, 127.0973220258237 37.49573575785309, 127.0972550705112 37.49577172595353, 127.0971781932951 37.49581301794469, 127.0971451506459 37.49583076734685, 127.0971382440765 37.49583293533478, 127.0967723083137 37.49596556968736, 127.0964023130005 37.49609932340349, 127.0958966683315 37.49628302766711, 127.0958560560445 37.49629770133765, 127.0958707455564 37.49629771663702, 127.0962854218426 37.49629820464437, 127.0969395934214 37.49607383389161, 127.0970667556838 37.49630517975136, 127.0971647040778 37.49648811141355, 127.0972040364713 37.49656944878289, 127.0972938325445 37.49673493458207, 127.0973388102512 37.49681796120429, 127.0973430609648 37.49682584149738, 127.0973859226724 37.49690774356792, 127.0973864556063 37.49690886938414, 127.0974326880268 37.49699132732056, 127.0976494740397 37.49739124868743, 127.0978990568404 37.49746537774416, 127.0980418810275 37.49750777927569, 127.0981111719301 37.4975282744268, 127.0981641951038 37.4975439985424, 127.0984371283867 37.49762486484679, 127.099088139495 37.49781832303705, 127.0991104147866 37.49782507113915, 127.0991286171595 37.49783039902415, 127.099862906235 37.4980482822568, 127.1002629224155 37.49816705161341, 127.100304463831 37.49817940561722, 127.1004616125965 37.49822572960244, 127.1011410974534 37.49842732466193, 127.1012904639234 37.49847140160767, 127.1025670870761 37.49885098849265, 127.1028700665974 37.49894082881504, 127.1048034130612 37.49951466719126, 127.1048297507599 37.49952252789887, 127.1069356594027 37.50014742906338, 127.1070924548797 37.50019402383275, 127.1082075639514 37.5005246975598, 127.1093442361715 37.50086210755455, 127.1093530725409 37.50086491961366, 127.1093551994327 37.50086547629114, 127.1096095797372 37.50094098172885, 127.1097590668056 37.5009363398686, 127.1098278760341 37.50086166514046, 127.1101517885116 37.50051053702884, 127.1107431609964 37.49986972432035, 127.1113711499077 37.50022306320845, 127.1116026418788 37.50035321317108, 127.1116162572439 37.50036052559934, 127.1117754060041 37.50044399882648, 127.1118383663793 37.5004771598562, 127.1118417280319 37.50047912990318, 127.1118722463262 37.50044531396422, 127.1131254701518 37.49905603153517, 127.1131489306698 37.49902982635349, 127.1131593401117 37.49901827472646, 127.1131695690271 37.49900700257859, 127.1132053815152 37.49896755004335, 127.1135924139784 37.49853836227608, 127.1136134131066 37.49851497946055, 127.1142205918227 37.4978420315754, 127.1184089692782 37.50009101654423, 127.1187446388732 37.50027876733296, 127.118874630897 37.50035579075324, 127.119071662969 37.50047638268439, 127.1192317428175 37.50057842351617, 127.1195446663179 37.50078984587746, 127.1198478796212 37.50101000779932, 127.1214284497864 37.50219773149024, 127.1215655612114 37.50230290087882, 127.1216998493144 37.50241031646311, 127.1218313258818 37.50252027556994, 127.1219597977314 37.50263220176687, 127.1220854345277 37.50274611291037, 127.1222079087193 37.5028622706334, 127.1223273781972 37.5029804044848, 127.1224434923681 37.50310051483252, 127.1225566017997 37.50322259231713, 127.1226665368753 37.50334665514105, 127.1227729465019 37.50347239733417, 127.1228761699945 37.50359984558726, 127.1229758680179 37.50372897322752, 127.1230722102458 37.50385980711913, 127.1231651966236 37.50399232024026, 127.1232544761218 37.50412625167124, 127.1233402301314 37.50426188054251, 127.1236899740326 37.50482942713504, 127.1246382735022 37.5043275420412, 127.1285213670095 37.50173982020731, 127.1307368343938 37.50026879089447, 127.1341598444066 37.49844498077297)))"
1,갈월동,20194757.751307655,12308.0,159247.9847836424,11385.841179267713,6.510223490252021,82035780.0,1117010400.0,126.97195776476164,37.543438128747965,Garwol-dong,갈월동,"MULTIPOLYGON (((126.9739846827587 37.54876079380861, 126.9738948598152 37.54874641103108, 126.9738849586337 37.54874500316821, 126.973831209776 37.54873625997347, 126.9737603176836 37.54872526024765, 126.9737516559279 37.54870780601104, 126.9737361066774 37.5486793580604, 126.9737292195919 37.5486672561275, 126.9737249784157 37.54866077700233, 126.973716146096 37.54864557520091, 126.9737088975307 37.54863177030819, 126.9736961745345 37.54861093639355, 126.9736824015413 37.54855320663794, 126.9736507607159 37.54852476389103, 126.9736021506676 37.54848280225617, 126.9735199649862 37.5484121090431, 126.9735127185829 37.5483926819527, 126.9734957596012 37.54835185401423, 126.9734565387456 37.5482586461606, 126.9734538922446 37.54825469918976, 126.9734547816565 37.54823668858485, 126.9734530509625 37.54814432755362, 126.9734433234123 37.54813278354251, 126.9734081587755 37.54808688768872, 126.9733924365525 37.54806772886933, 126.9733215638511 37.54797705421916, 126.9732517572698 37.54788046026695, 126.9732576074305 37.54785117944772, 126.9732816613509 37.54783203913514, 126.9733035871962 37.54781459217289, 126.9733640782686 37.54776701624571, 126.9733713340988 37.54776110747189, 126.9734084698741 37.54774056470395, 126.9734293410505 37.54772902797057, 126.9735013112481 37.5476989159154, 126.973574344782 37.54766965099979, 126.9736063865084 37.54756266584811, 126.9736373393647 37.54755338393861, 126.9736884365594 37.54753931349573, 126.9737505002317 37.54752187590192, 126.9738495215464 37.54750585248712, 126.9738751650504 37.54750219145755, 126.9740008653578 37.54755910040355, 126.9740222495907 37.54756754767411, 126.9740238444292 37.54756952121663, 126.9740508967702 37.54758134851937, 126.9740897940647 37.54757038348494, 126.974094569336 37.54757066390133, 126.9742033038363 37.54757462643484, 126.974211623596 37.54756787993325, 126.9742232938346 37.54755858439987, 126.9742843052667 37.54750932326533, 126.9743004013857 37.54749637972955, 126.9743550639335 37.54741727625811, 126.9743612571739 37.54740797945087, 126.9744070776022 37.54734042463077, 126.9744168160042 37.54732211871983, 126.9744746721357 37.54720415616146, 126.974525951511 37.54718586875689, 126.9745565385367 37.54718616406158, 126.9745774053319 37.54718588050664, 126.9745965158636 37.54712901428279, 126.9746186644267 37.54702568461595, 126.9747381816766 37.54703134297689, 126.9748112058412 37.5470251606929, 126.9748214698267 37.54702403677435, 126.97487254509 37.54706994481671, 126.9748785659906 37.54706769369634, 126.9749579600432 37.5470325188521, 126.9750518648721 37.54698664342818, 126.9749452914399 37.54685822820398, 126.9749907363686 37.54685795911397, 126.9749730570371 37.54683683589982, 126.9749394742026 37.54679685135185, 126.974901657847 37.54676080317295, 126.9748689557255 37.54672644099014, 126.974827067013 37.54668673384217, 126.9747809404094 37.54663153767476, 126.9747774000391 37.5466273112227, 126.9747759862553 37.54662533773104, 126.9747489518043 37.5465957700727, 126.9747406373315 37.54658817282873, 126.97466622152 37.54653184395809, 126.9746236236546 37.5465138054229, 126.974615307384 37.54651127174228, 126.9746142441954 37.54650986595321, 126.9746034658197 37.54649409614452, 126.9746828925084 37.54639810455672, 126.9746864249792 37.5463927534693, 126.974688902852 37.54639360096439, 126.9748296321231 37.54644289907328, 126.9749466659827 37.54646066598929, 126.9750198642465 37.54647251245635, 126.9750889929766 37.54650462126802, 126.9751137344731 37.54652264663422, 126.9751660572977 37.54656010353154, 126.975226855731 37.54662994392954, 126.9752383476534 37.54664430829295, 126.9752595432016 37.54667416285816, 126.9752929551318 37.54671780530371, 126.9753086767695 37.54673921635325, 126.9753272373401 37.54676455635332, 126.9753272606841 37.54669782892464, 126.9753044600152 37.54666291044288, 126.9752984545213 37.54665361087676, 126.9752931615335 37.54664544671792, 126.9752827338864 37.54662939774206, 126.9753233994351 37.54660800821982, 126.9752715945261 37.54660996988869, 126.9752675330067 37.54660742818969, 126.9752164474881 37.54655870921858, 126.9751786198034 37.54652266112439, 126.97513319721 37.54649224251857, 126.9750550667043 37.54644407604576, 126.9750639075911 37.54643506811067, 126.9750037941974 37.54641281815652, 126.9749383862136 37.54638717925171, 126.9749472428982 37.54633368036353, 126.9749840957961 37.5461182975925, 126.9750817138094 37.54558392330053, 126.9750923163693 37.5455847726058, 126.9751038127751 37.54558590141748, 126.9751458955595 37.54558731636999, 126.9751773673401 37.54557971902392, 126.975327644434 37.54560087169402, 126.9753276625572 37.54554906467393, 126.9753276638369 37.54554540664782, 126.9752383756426 37.5455329891655, 126.9752000174484 37.54552679080999, 126.9747348498396 37.54546361680465, 126.9743158366801 37.54540918221706, 126.9738563386849 37.54534881715033, 126.9735124602598 37.54530200165743, 126.9734373163378 37.5452921269632, 126.9729695141561 37.5452314771625, 126.9725582777896 37.54517619128456, 126.972498341748 37.54516801358568, 126.9722239509666 37.54513050062016, 126.9720876389113 37.54511019441252, 126.9721051653949 37.54505641857904, 126.9721202217928 37.54498209050448, 126.9721375802086 37.54489509505483, 126.972165222065 37.54475657443459, 126.9721921492843 37.54462227026902, 126.9722127048107 37.54451922893151, 126.9722438519891 37.54441534328227, 126.9722649264611 37.5443449540074, 126.9722836915285 37.54427710495344, 126.9723125536475 37.5441709662362, 126.9723447806738 37.54405384524942, 126.9723808944053 37.54392236339852, 126.9724106396243 37.54381425169625, 126.9724334881709 37.54372021178128, 126.972467136782 37.54358366571412, 126.9724947569514 37.54346907532884, 126.9724995389355 37.54345134498058, 126.9725055584498 37.54342290214068, 126.9725335409183 37.54330747390954, 126.9725461102945 37.54325426440219, 126.9726672265522 37.54279422045239, 126.9727831894932 37.54237247626715, 126.9727957689859 37.54232151920768, 126.9729227325277 37.54180122698929, 126.9730229239157 37.54145633332483, 126.9730231063498 37.54145267533992, 126.9730808265485 37.5412395504981, 126.973117656245 37.54109285977881, 126.9731358911148 37.54101656812498, 126.9732361145393 37.54061142487379, 126.9732518666209 37.54054723293034, 126.9732968297206 37.54040421112366, 126.9733055074889 37.54037633648857, 126.973150819542 37.54034926965807, 126.973138622869 37.54034701424649, 126.9731446413542 37.54031998591685, 126.9730251411502 37.5402979999582, 126.9725007986547 37.54020073628337, 126.9720876508473 37.54012826632688, 126.9718261930823 37.54008061946451, 126.9718141495765 37.54012031416804, 126.9718130963949 37.5401225663845, 126.9716439344189 37.54004706558759, 126.9714576223287 37.53996424412365, 126.9714569111862 37.53996001828742, 126.971075917792 37.53995513642299, 126.9710746138428 37.54012885646322, 126.97089499426 37.54055959256667, 126.9708889688101 37.54057395282428, 126.9708985069194 37.54060267893792, 126.9709064461695 37.54063984693568, 126.9709152782785 37.54067954695289, 126.9709354045519 37.54074262163879, 126.9709757932229 37.54097914260604, 126.970992753409 37.54100955548518, 126.9709952312931 37.54100983543329, 126.9710214643844 37.54127592328457, 126.9710225119503 37.54131534197136, 126.9710214359458 37.54134575018585, 126.9710228069922 37.54145217575695, 126.9710233156424 37.54150904652502, 126.9710400253602 37.54171036856332, 126.9710467135696 37.5417914595964, 126.9710560599723 37.541846927093, 126.9710565449162 37.54185088257422, 126.9710599395653 37.54187847183354, 126.971064204164 37.5419093138991, 126.9710650277511 37.54191526967042, 126.9710984036117 37.54239853446973, 126.9711082169802 37.54272540794907, 126.9711051237077 37.54276358218984, 126.9710941722018 37.54289856601078, 126.9710734132216 37.54308185849607, 126.9710708039262 37.54309848112753, 126.9710684555795 37.54311339194118, 126.9710596201374 37.54316443086454, 126.9710576465944 37.54317589998474, 126.9710509091013 37.54321559595773, 126.9710447038832 37.54325416582737, 126.9710353187989 37.54329330250065, 126.9710264628946 37.54333890843254, 126.9710258097117 37.54335905444626, 126.9710248470089 37.54338903020325, 126.9710212645698 37.54348898533533, 126.9710201688279 37.54353999021119, 126.9710198229605 37.54355571243271, 126.9710198669965 37.54355872175745, 126.9710201743898 37.54358189535162, 126.9710204803997 37.54360846568527, 126.9710208518657 37.54364101862264, 126.9710211533035 37.54367881531523, 126.9710213573134 37.54370578205855, 126.9710216169871 37.54373499228621, 126.9710220276793 37.54378236655128, 126.9710226748505 37.54380477438913, 126.9710234222762 37.54383107453812, 126.9710257135472 37.54387303432623, 126.971026622914 37.54389068499377, 126.9710271169799 37.54390005543785, 126.9710306221479 37.54396210765953, 126.9710329027313 37.54400254476739, 126.9710262779607 37.54404308769493, 126.9710258128723 37.54404591668954, 126.9710176680332 37.54409573944077, 126.971016193583 37.54410416333458, 126.9710155356673 37.5441081275292, 126.9710153540426 37.54410954203961, 126.9710070279098 37.5441599323677, 126.9710056083016 37.54417260895733, 126.9710036324396 37.54418968224385, 126.9709863138318 37.54423172706064, 126.9710305115522 37.54423371165155, 126.9710453685202 37.54423456241856, 126.9710816114179 37.54423653592748, 126.9711606374851 37.54424078192073, 126.9713026104804 37.54424870201073, 126.9712292395502 37.54425093569497, 126.9711073957623 37.54430158517643, 126.971104747578 37.54430243142686, 126.9710684912549 37.5443333891758, 126.9710529130205 37.54435309886087, 126.9710140014666 37.54440207574569, 126.9709982427492 37.54447584488987, 126.9709978479407 37.54455608712436, 126.9709976541058 37.54461521016049, 126.9709976208189 37.54469686704369, 126.970997431619 37.54471686000387, 126.9710046529606 37.54476754266109, 126.9710083536588 37.54482188243473, 126.9710125736191 37.54487932175372, 126.9710141495498 37.54489959447675, 126.9710082969807 37.54496096852712, 126.9710072269973 37.54497645629985, 126.9710068757529 37.54497758244887, 126.9710018874749 37.54505613863493, 126.9709999159302 37.54511808131091, 126.9709968735444 37.54522535260544, 126.9709905968343 37.54543877790899, 126.970990240536 37.54545229269287, 126.9709813258316 37.54561362196538, 126.9709823301424 37.54575918644355, 126.9709824695078 37.54586139497546, 126.9709826090414 37.54593544751638, 126.9709838134121 37.54600668022785, 126.9709867596912 37.54616294897881, 126.9709856843528 37.54621926067698, 126.970983706041 37.54626994094357, 126.9709748521632 37.54630963634396, 126.9709375203565 37.54639465325921, 126.9709060096604 37.54646785967097, 126.9709014110376 37.54647855324878, 126.9708780548629 37.54653430054941, 126.9708568043374 37.54658778690279, 126.9708564439724 37.54661115853019, 126.9708558986336 37.54664409863972, 126.9708558944822 37.54665423479354, 126.9708524501567 37.5468580832332, 126.9708481732391 37.54696732734277, 126.9708477901329 37.54701857563951, 126.970851440991 37.54716695186456, 126.9708531947642 37.54722270567176, 126.9708535248009 37.54727338652688, 126.9708539737316 37.54747583040931, 126.9708560062238 37.54767995954982, 126.9708573741443 37.54779371006684, 126.9708605265377 37.54788831497856, 126.9708640136963 37.5479944616747, 126.9708657567609 37.5480488009147, 126.9708669843584 37.54809075138966, 126.970867138304 37.54812933187809, 126.9708674309051 37.548299114756, 126.9708596473494 37.54829431946178, 126.9708206757717 37.54848436443809, 126.9708181953315 37.5484897156814, 126.9707714751125 37.54858937117895, 126.9708671020557 37.54866006979186, 126.9707519935104 37.54866003985809, 126.9710859003737 37.54891240392222, 126.9711843531021 37.54899295083634, 126.9715155960149 37.54926417974202, 126.9717142823212 37.54941993934336, 126.9717784384396 37.54946725755205, 126.971790993313 37.54948302805777, 126.9718197909781 37.54951766039223, 126.9718482351162 37.54958777366016, 126.9718615866962 37.54982062914895, 126.9719600689119 37.54983163692197, 126.972156501231 37.54985449001096, 126.9722196221043 37.5498595782684, 126.9724970466002 37.54988104531198, 126.9726374325414 37.54989487390301, 126.9728041730377 37.54991236676206, 126.9728077119599 37.54989097809494, 126.9728105749675 37.54980256453815, 126.9728091611757 37.54980059102402, 126.9728068653519 37.54979693244213, 126.972817119944 37.54979186235523, 126.9728178324446 37.54979298876724, 126.9728236568197 37.54980228841047, 126.9728751247219 37.54977019859388, 126.9729037731601 37.54975275334224, 126.9729389757048 37.54973023709021, 126.9730047620451 37.54968942007752, 126.9730327089136 37.54967169531771, 126.9731084108462 37.54962413221501, 126.9732115157536 37.54956024066659, 126.9732127608726 37.54955939403342, 126.9732525465654 37.54953632017112, 126.9733086078981 37.54950592512677, 126.9734562826366 37.54942486210125, 126.9734890047903 37.54940713836731, 126.973576209784 37.54931255496462, 126.9736110556755 37.54927427108095, 126.9736128213355 37.54927342456652, 126.9736782669883 37.54920333389201, 126.9737698836483 37.54914253855193, 126.9737927029195 37.5491273351808, 126.9738448724844 37.54909272232712, 126.9739140316818 37.54904740063767, 126.9739327757884 37.54903558401341, 126.9739419823388 37.54898743719442, 126.973956868583 37.54891142404205, 126.9739611211963 37.54888692708357, 126.9739846827587 37.54876079380861)))"
